Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2014.0,5.7,175023.0,150000.0
Furniture,Makkah,Toyota,Automatic,Saudi,Standard,2015.0,2.7,250000.0,55000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2016.0,3.5,18000.0,86000.0
Rare,Jeddah,Mitsubishi,Manual,Saudi,Standard,2015.0,2.5,103000.0,30000.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2015.0,2.0,270000.0,27000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,85093.0,29500.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,106000.0,66000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2016.0,5.3,124000.0,120000.0
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,2017.0,4.0,102000.0,116500.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2020.0,1.5,9000.0,70000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Standard,2016.0,4.8,93000.0,83000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2015.0,2.7,300000.0,75000.0
Sierra,Riyadh,GMC,Automatic,Saudi,Semi Full,2016.0,5.3,205000.0,98000.0
Innova,Riyadh,Toyota,Automatic,Saudi,Full,2013.0,2.7,201000.0,36000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,2.0,285000.0,36000.0
Accord,Aseer,Honda,Automatic,Saudi,Full,2016.0,3.5,167000.0,72000.0
Rare,Al-Ahsa,Jeep,Automatic,Other,Full,2011.0,5.7,266000.0,36000.0
Impala,Qassim,Chevrolet,Automatic,Gulf Arabic,Standard,2019.0,3.5,53000.0,80000.0
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.7,145997.0,64000.0
Camry,Abha,Toyota,Automatic,Saudi,Standard,2009.0,1.6,300000.0,24000.0
C,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2015.0,2.0,73000.0,110000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2016.0,3.0,72000.0,108000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,1.8,53000.0,54000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2018.0,1.5,122000.0,37000.0
Rare,Riyadh,Toyota,Manual,Saudi,Semi Full,2016.0,4.0,243000.0,95000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020.0,2.7,15000.0,105000.0
Rare,Riyadh,Mazda,Automatic,Saudi,Full,2020.0,4.0,51000.0,130000.0
Land Cruiser,Dammam,Toyota,Manual,Saudi,Standard,2013.0,4.6,350000.0,86000.0
Rare,Dammam,Kia,Automatic,Saudi,Semi Full,2018.0,2.0,128000.0,60000.0
Rare,Dammam,Ford,Automatic,Other,Full,2016.0,2.3,84000.0,99000.0
Taurus,Jazan,Ford,Automatic,Saudi,Full,2014.0,3.5,269177.0,60000.0
Rare,Dammam,Mercedes,Automatic,Gulf Arabic,Semi Full,2016.0,2.0,73000.0,125000.0
Sierra,Dammam,GMC,Automatic,Saudi,Standard,2015.0,5.3,86000.0,98000.0
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016.0,1.5,158000.0,23000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2017.0,2.5,105000.0,35000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2020.0,2.0,12000.0,80000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Semi Full,2013.0,3.8,137000.0,45000.0
Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2013.0,5.4,94000.0,60000.0
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2019.0,1.5,38920.0,33500.0
Impala,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019.0,3.6,84000.0,77000.0
Rare,Al-Medina,BMW,Automatic,Saudi,Semi Full,2008.0,2.0,176000.0,26000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2016.0,1.4,89000.0,25000.0
Tahoe,Aseer,Chevrolet,Automatic,Other,Semi Full,2008.0,5.3,300000.0,35000.0
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2009.0,2.5,350000.0,25000.0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2013.0,2.4,250920.0,55000.0
Rare,Rare,Kia,Automatic,Saudi,Semi Full,2020.0,3.3,17000.0,95000.0
Hilux,Makkah,Toyota,Automatic,Saudi,Semi Full,2016.0,2.7,211000.0,66000.0
Yaris,Qassim,Toyota,Automatic,Saudi,Standard,2019.0,1.5,54000.0,35000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2014.0,2.7,221000.0,70000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,81967.0,35500.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,4.0,127453.0,166500.0
Rare,Dammam,Honda,Automatic,Saudi,Standard,2015.0,3.5,152000.0,45000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2016.0,1.4,270000.0,25000.0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011.0,4.6,145000.0,95000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,83000.0,66000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2018.0,3.5,107000.0,77000.0
Rare,Dammam,Jeep,Automatic,Saudi,Full,2013.0,5.7,77000.0,77000.0
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2020.0,5.4,14000.0,173000.0
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016.0,2.7,174172.0,65000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,2.0,70000.0,68000.0
Sunny,Jeddah,Nissan,Automatic,Saudi,Standard,2018.0,1.5,88000.0,24000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Standard,2020.0,1.5,55000.0,52000.0
Rare,Rare,Hyundai,Automatic,Saudi,Full,2015.0,3.3,337946.0,45000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,2016.0,2.0,202332.0,57000.0
Rare,Dammam,Mazda,Automatic,Gulf Arabic,Full,2016.0,3.7,169300.0,65000.0
Rare,Dammam,Rare,Automatic,Saudi,Standard,2020.0,2.0,20000.0,57000.0
Furniture,Rare,Toyota,Automatic,Saudi,Semi Full,2016.0,2.4,120000.0,92000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2015.0,2.4,103885.0,41500.0
Rare,Riyadh,Rare,Manual,Saudi,Standard,2019.0,1.6,78000.0,28000.0
Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,320000.0,55000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018.0,2.4,78000.0,63000.0
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2015.0,4.0,92000.0,165000.0
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,2011.0,4.5,301515.0,26000.0
Rare,Jeddah,Mazda,Automatic,Saudi,Full,2014.0,3.5,195000.0,46000.0
Rare,Riyadh,Jeep,Automatic,Saudi,Full,2011.0,2.4,245000.0,24000.0
Rare,Rare,Nissan,Automatic,Gulf Arabic,Semi Full,2019.0,4.0,72000.0,160000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017.0,3.5,95000.0,141000.0
Yaris,Tabouk,Toyota,Automatic,Saudi,Standard,2017.0,1.5,12500.0,32000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,104688.0,26000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2013.0,2.0,120000.0,32000.0
Rare,Aseer,Nissan,Automatic,Saudi,Full,2011.0,2.5,18500.0,22000.0
Hilux,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019.0,2.7,32595.0,105000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2017.0,2.5,90000.0,39000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2017.0,3.5,142311.0,75000.0
Rare,Dammam,BMW,Automatic,Saudi,Full,2015.0,3.6,62300.0,140000.0
Rare,Riyadh,Honda,Automatic,Saudi,Standard,2021.0,1.8,6000.0,60000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Full,2011.0,5.3,282000.0,60000.0
Rare,Riyadh,Nissan,Manual,Saudi,Full,2012.0,4.8,339822.0,40000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2016.0,6.2,152000.0,122000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2020.0,2.0,16000.0,79000.0
Rare,Jeddah,Kia,Automatic,Saudi,Semi Full,2016.0,1.4,138000.0,30000.0
Rare,Dammam,Kia,Automatic,Saudi,Full,2020.0,3.3,7000.0,160000.0
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2014.0,2.7,180000.0,52000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013.0,2.7,350000.0,50000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,75000.0,66000.0
C,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2016.0,2.0,129000.0,134000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,125000.0,66000.0
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2020.0,4.0,8000.0,174000.0
Prado,Jazan,Toyota,Automatic,Saudi,Full,2012.0,4.0,240000.0,70000.0
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2016.0,6.0,200000.0,53000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.5,190144.0,54000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,99104.0,26800.0
Rare,Riyadh,Mitsubishi,Automatic,Saudi,Full,2020.0,2.0,22000.0,67000.0
C,Dammam,Mercedes,Automatic,Other,Full,2019.0,2.0,15000.0,175000.0
Accent,Rare,Hyundai,Automatic,Saudi,Standard,2020.0,1.4,21000.0,47000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2016.0,2.7,258000.0,62000.0
Rare,Qassim,Toyota,Automatic,Saudi,Full,2015.0,2.7,230000.0,85000.0
Hilux,Al-Ahsa,Toyota,Automatic,Saudi,Full,2020.0,2.7,22000.0,120000.0
Rare,Jeddah,Toyota,Manual,Saudi,Full,2019.0,4.0,67000.0,95000.0
Yukon,Rare,GMC,Automatic,Saudi,Full,2009.0,6.2,138000.0,55000.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Semi Full,2017.0,3.5,159000.0,55000.0
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2016.0,3.8,146000.0,63000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,91000.0,30000.0
Rare,Al-Ahsa,Mercedes,Automatic,Other,Semi Full,2010.0,5.5,228000.0,63000.0
Rare,Al-Medina,Jeep,Automatic,Saudi,Semi Full,2012.0,3.7,247000.0,25000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016.0,3.5,271000.0,55000.0
Rare,Riyadh,Toyota,Manual,Saudi,Semi Full,2012.0,4.0,327193.0,75000.0
Rare,Dammam,Kia,Automatic,Saudi,Semi Full,2015.0,2.0,82900.0,46000.0
Rare,Al-Medina,BMW,Automatic,Saudi,Full,2014.0,2.0,116000.0,100000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019.0,1.5,70000.0,39000.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016.0,3.0,130000.0,160000.0
Rare,Khobar,Jeep,Automatic,Saudi,Full,2020.0,3.6,52000.0,162000.0
Camry,Al-Ahsa,Toyota,Automatic,Saudi,Full,2016.0,2.5,300000.0,50000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018.0,2.7,94458.0,91500.0
Cerato,Qassim,Kia,Automatic,Saudi,Semi Full,2016.0,1.6,12100.0,30000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2019.0,3.7,19800.0,130000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,1.8,23000.0,55000.0
Rare,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016.0,3.5,93000.0,95000.0
Expedition,Dammam,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,151000.0,65000.0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2014.0,4.6,325000.0,126000.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015.0,2.0,122000.0,110000.0
Corolla,Khobar,Toyota,Automatic,Saudi,Standard,2015.0,1.6,312000.0,32000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.4,35547.0,41500.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,117000.0,33000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,116842.0,48500.0
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2016.0,2.0,280000.0,34000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2015.0,3.5,215515.0,42000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016.0,5.4,109000.0,72000.0
Rare,Jeddah,Rare,Automatic,Saudi,Standard,2021.0,1.6,8000.0,62000.0
C,Dammam,Mercedes,Automatic,Other,Full,2017.0,2.0,54000.0,153000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2018.0,1.0,30000.0,79000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014.0,2.4,230000.0,61000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2016.0,2.0,170000.0,58000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2015.0,4.0,65555.0,95000.0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2017.0,2.5,63000.0,82000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,117081.0,27000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,197990.0,30000.0
Rare,Riyadh,Honda,Automatic,Saudi,Standard,2010.0,4.6,200000.0,22000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,69000.0,34000.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011.0,4.0,349266.0,100000.0
Rare,Jeddah,Mercedes,Automatic,Saudi,Full,2014.0,3.5,88000.0,110000.0
Rare,Riyadh,Kia,Automatic,Saudi,Full,2020.0,1.6,7688.0,67000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2020.0,1.1,53000.0,35000.0
Rare,Jeddah,Rare,Automatic,Gulf Arabic,Full,2016.0,3.5,122000.0,176000.0
Accord,Rare,Honda,Automatic,Saudi,Standard,2012.0,5.0,300000.0,30000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2016.0,3.8,131000.0,74000.0
Camry,Dammam,Toyota,Automatic,Saudi,Full,2019.0,2.5,97000.0,90000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,43000.0,30000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,109000.0,31000.0
6,Riyadh,Mazda,Automatic,Saudi,Semi Full,2014.0,2.0,250000.0,31000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2018.0,2.0,101381.0,48500.0
Rare,Qassim,Rare,Automatic,Saudi,Full,2021.0,1.5,20000.0,78000.0
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019.0,1.6,43629.0,43500.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2019.0,2.4,32000.0,59500.0
Furniture,Aseer,Toyota,Automatic,Saudi,Semi Full,2013.0,4.1,285000.0,55000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,117313.0,32500.0
Taurus,Dammam,Ford,Automatic,Other,Full,2015.0,3.5,112000.0,81000.0
Rare,Makkah,Kia,Automatic,Saudi,Standard,2016.0,1.6,80000.0,25000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2017.0,3.5,128439.0,76500.0
Rare,Abha,Toyota,Manual,Saudi,Standard,2016.0,2.7,180000.0,72000.0
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018.0,1.6,83000.0,50000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017.0,1.5,106646.0,22500.0
Rare,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017.0,5.3,110000.0,107000.0
Rare,Riyadh,Toyota,Automatic,Other,Full,2014.0,4.0,149000.0,75000.0
Yukon,Aseer,GMC,Automatic,Saudi,Standard,2008.0,5.3,235000.0,40000.0
Tahoe,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016.0,5.3,97000.0,135000.0
Rare,Riyadh,Rare,Automatic,Gulf Arabic,Full,2020.0,1.2,8500.0,33000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2011.0,2.4,186000.0,25000.0
Rare,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2021.0,2.5,12000.0,94000.0
Rare,Jeddah,Rare,Automatic,Saudi,Standard,2018.0,2.5,17000.0,138000.0
Taurus,Jeddah,Ford,Automatic,Saudi,Full,2015.0,6.3,113220.0,82500.0
Camry,Qassim,Toyota,Automatic,Saudi,Full,2012.0,2.5,265000.0,32000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2016.0,3.5,123000.0,65000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2018.0,5.7,103000.0,114000.0
Prado,Rare,Toyota,Automatic,Gulf Arabic,Semi Full,2017.0,1.0,95000.0,130000.0
Accent,Riyadh,Hyundai,Automatic,Gulf Arabic,Semi Full,2015.0,1.6,230000.0,28000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,105000.0,23000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017.0,2.5,162000.0,60000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Full,2013.0,5.3,283000.0,69000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2011.0,3.0,113000.0,99000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2020.0,1.5,61760.0,42000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.4,120000.0,62000.0
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2019.0,2.5,34727.0,83000.0
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2017.0,2.4,69000.0,51000.0
6,Riyadh,Mazda,Automatic,Saudi,Standard,2020.0,2.5,78000.0,76000.0
Rare,Jeddah,Rare,Automatic,Other,Semi Full,2015.0,1.8,89000.0,54000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2016.0,5.6,185000.0,119000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,2.0,119000.0,33000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2018.0,5.7,34000.0,80000.0
Rare,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019.0,3.5,44271.0,95000.0
Rare,Dammam,Ford,Automatic,Gulf Arabic,Full,2016.0,3.7,240000.0,89000.0
Rare,Riyadh,Ford,Automatic,Saudi,Full,2011.0,4.6,114000.0,48000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.4,209000.0,57000.0
Rare,Riyadh,Rare,Manual,Saudi,Standard,2018.0,2.5,39000.0,72000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2017.0,5.7,130000.0,88000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2021.0,1.5,23000.0,75000.0
Rare,Dammam,Lexus,Automatic,Other,Full,2015.0,2.2,94000.0,102000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Semi Full,2015.0,4.8,247000.0,75000.0
Hilux,Dammam,Toyota,Manual,Saudi,Full,2020.0,2.4,29000.0,142000.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016.0,2.7,220424.0,62000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015.0,2.7,157000.0,60000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015.0,3.0,197000.0,58000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018.0,1.6,41000.0,45000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,2.4,96460.0,49000.0
Camry,Rare,Toyota,Automatic,Saudi,Full,2017.0,2.5,31000.0,75000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016.0,5.3,129356.0,140000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018.0,1.6,87000.0,50000.0
Rare,Jeddah,Jeep,Automatic,Gulf Arabic,Semi Full,2018.0,4.4,43000.0,135000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Standard,2018.0,2.0,17002.0,70500.0
Rare,Riyadh,Toyota,Automatic,Saudi,Full,2016.0,2.0,216000.0,60000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2017.0,3.3,83000.0,50000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2017.0,1.4,45000.0,36000.0
Rare,Qassim,Mazda,Automatic,Gulf Arabic,Full,2015.0,2.4,138020.0,58000.0
Rare,Riyadh,Rare,Manual,Saudi,Standard,2018.0,3.0,116000.0,92000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2020.0,1.8,8400.0,58500.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013.0,5.3,150000.0,65000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014.0,6.0,35481.0,106500.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017.0,3.5,81000.0,72000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,3.8,165061.0,85500.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2017.0,1.4,90000.0,165000.0
Hilux,Rare,Toyota,Manual,Saudi,Full,2016.0,2.7,190000.0,65000.0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014.0,3.6,80000.0,45000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2017.0,3.5,65400.0,58000.0
Rare,Aseer,Jeep,Automatic,Saudi,Full,2020.0,3.6,27150.0,165000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.6,112000.0,32000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018.0,3.5,24000.0,106000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2014.0,3.0,195000.0,170000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2016.0,5.4,98000.0,72000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Full,2016.0,3.3,73115.0,85000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2014.0,5.3,213000.0,70000.0
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017.0,2.7,150000.0,70000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Standard,2016.0,2.4,106214.0,67500.0
Rare,Jeddah,Rare,Automatic,Saudi,Semi Full,2020.0,3.7,5800.0,155000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2018.0,5.3,82469.0,146500.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.6,91700.0,48000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017.0,5.7,93000.0,145000.0
ES,Al-Ahsa,Lexus,Automatic,Other,Full,2017.0,3.5,101000.0,119000.0
Rare,Jubail,Jeep,Automatic,Saudi,Semi Full,2014.0,5.7,175000.0,70000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2020.0,1.6,16479.0,56000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013.0,5.3,250000.0,70000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017.0,2.4,183000.0,70000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,3.8,132300.0,70000.0
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2012.0,5.4,182000.0,42500.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2016.0,3.5,293000.0,77000.0
Sunny,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016.0,1.5,156103.0,23000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019.0,3.0,77000.0,77000.0
Rare,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2019.0,3.5,62000.0,170000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2018.0,2.7,132000.0,77000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2014.0,6.0,182000.0,90000.0
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,77000.0,139000.0
Rare,Riyadh,Kia,Automatic,Saudi,Full,2016.0,3.5,93914.0,68500.0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013.0,5.4,235000.0,50000.0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,2018.0,3.6,52000.0,75000.0
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016.0,2.7,28000.0,95000.0
Rare,Dammam,Chevrolet,Automatic,Other,Full,2016.0,5.3,192000.0,143000.0
Hilux,Jubail,Toyota,Manual,Gulf Arabic,Semi Full,2017.0,2.7,83000.0,76000.0
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016.0,3.8,193000.0,58000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2016.0,3.5,161353.0,57500.0
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018.0,4.0,56000.0,150000.0
Rare,Dammam,Toyota,Automatic,Saudi,Semi Full,2014.0,4.0,199000.0,95000.0
Rare,Aseer,Ford,Manual,Saudi,Full,2015.0,3.2,145000.0,65000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2011.0,5.3,266000.0,56000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,39000.0,131500.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,131099.0,36500.0
Rare,Riyadh,Hyundai,Automatic,Other,Semi Full,2016.0,3.3,50100.0,69000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2012.0,5.3,300000.0,48000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,112000.0,27000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.0,18197.0,53000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,88000.0,29000.0
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2009.0,3.5,320000.0,27000.0
Hilux,Jazan,Toyota,Manual,Saudi,Full,2015.0,2.7,234000.0,56000.0
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Full,2017.0,5.4,34000.0,108000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2014.0,3.8,256000.0,30000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,1.6,90084.0,50000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2013.0,5.3,77000.0,80000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2014.0,2.4,183000.0,34000.0
